,PDB,total_residues,altloc_residues,proportion_altlocs
914,1YRC,13,0,0.0
915,1YRD,13,0,0.0
916,1YRK,12,0,0.0
917,1YRM,4,0,0.0
918,1YRP,7,0,0.0
919,1YRY,20,0,0.0
920,1YS1,19,0,0.0
921,1YS2,21,0,0.0
922,1YSZ,15,0,0.0
923,1YT0,16,0,0.0
924,1YT7,24,0,0.0
925,1YTE,14,0,0.0
926,1YTJ,8,0,0.0
927,1YTK,18,0,0.0
928,1YU9,28,0,0.0
929,1YV3,21,0,0.0
930,1YV5,18,0,0.0
931,1YVD,31,0,0.0
932,1YVF,19,0,0.0
933,1YVH,16,0,0.0
934,1YVM,10,22,2.2
935,1YVX,13,0,0.0
936,1YVZ,12,0,0.0
937,1YW1,20,0,0.0
938,1YW2,26,0,0.0
939,1YWN,23,0,0.0
940,1YWQ,9,0,0.0
941,1YWR,25,0,0.0
942,1YWT,14,0,0.0
943,1YXI,17,0,0.0
944,1YXM,12,0,0.0
945,1YXP,4,0,0.0
946,1YXQ,21,0,0.0
947,1YXT,25,0,0.0
948,1YXV,14,10,0.7142857142857143
949,1YXX,16,0,0.0
950,1YY0,5,0,0.0
951,1YYS,19,0,0.0
952,1YYU,19,0,0.0
953,1YYZ,17,0,0.0
954,1YZD,5,0,0.0
955,1YZG,18,0,0.0
956,1YZK,31,0,0.0
957,1YZL,30,0,0.0
958,1YZN,30,0,0.0
959,1YZQ,30,0,0.0
960,1YZW,27,0,0.0
961,1Z06,27,0,0.0
962,1Z07,31,0,0.0
963,1Z0F,19,0,0.0
964,1Z0I,21,0,0.0
965,1Z0J,31,0,0.0
966,1Z10,12,10,0.8333333333333334
967,1Z11,15,0,0.0
968,1Z19,16,0,0.0
969,1Z1B,14,0,0.0
970,1Z1F,21,0,0.0
971,1Z1H,31,0,0.0
972,1Z1N,3,0,0.0
973,1Z1P,22,0,0.0
974,1Z1Q,24,19,0.7916666666666666
975,1Z1R,31,9,0.2903225806451613
976,210D,2,3,1.5
977,211D,2,3,1.5
978,225L,13,0,0.0
979,226L,12,0,0.0
980,227D,10,0,0.0
981,263D,15,0,0.0
982,267D,11,0,0.0
983,268D,8,0,0.0
984,269D,12,0,0.0
985,289D,12,0,0.0
986,298D,12,0,0.0
987,2A0C,22,0,0.0
988,2A0W,18,0,0.0
989,2A0X,18,0,0.0
990,2A0Y,19,0,0.0
991,2A14,26,0,0.0
992,2A1A,10,0,0.0
993,2A1E,19,3,0.15789473684210525
994,2A1H,20,0,0.0
995,2A1L,46,0,0.0
996,2A1U,35,0,0.0
997,2A1X,13,0,0.0
998,2A1Y,24,0,0.0
999,2A2C,26,3,0.11538461538461539
1000,2A2D,31,0,0.0
1001,2A2J,11,0,0.0
1002,2A3I,23,0,0.0
1003,2A3L,21,0,0.0
1004,2A3R,24,0,0.0
1005,2A3U,14,3,0.21428571428571427
1006,2A3Z,24,0,0.0
1007,2A41,24,0,0.0
1008,2A42,26,0,0.0
1009,2A46,29,3,0.10344827586206896
1010,2A47,29,4,0.13793103448275862
1011,2A49,14,0,0.0
1012,2A4G,23,0,0.0
1013,2A4L,22,0,0.0
1014,2A4O,5,0,0.0
1015,2A4Q,21,0,0.0
1016,2A4R,23,0,0.0
1017,2A4T,3,3,1.0
1018,2A4Z,20,0,0.0
1019,2A50,27,0,0.0
1020,2A52,27,3,0.1111111111111111
1021,2A53,27,0,0.0
1022,2A54,28,0,0.0
1023,2A56,27,0,0.0
1024,2A5B,16,0,0.0
1025,2A5D,27,0,0.0
1026,2A5F,21,0,0.0
1027,2A5G,27,0,0.0
1028,2A5H,25,4,0.16
1029,2A5I,27,3,0.1111111111111111
1030,2A5J,20,0,0.0
1031,2A5K,30,4,0.13333333333333333
1032,2A5U,20,0,0.0
1033,2A5X,27,0,0.0
1034,2A75,21,0,0.0
1035,2A78,24,0,0.0
1036,2A79,36,0,0.0
1037,2A7N,27,0,0.0
1038,2A7P,27,0,0.0
1039,2A7Q,17,0,0.0
1040,2A7R,32,0,0.0
1041,2A7X,22,0,0.0
1042,2A81,11,0,0.0
1043,2A84,24,0,0.0
1044,2A85,26,0,0.0
1045,2A8G,16,0,0.0
1046,2A8P,9,0,0.0
1047,2A8Q,10,0,0.0
1048,2A8T,12,0,0.0
1049,2A8U,10,0,0.0
1050,2A8W,9,0,0.0
1051,2A94,33,0,0.0
1052,2A98,15,0,0.0
1053,2A99,23,0,0.0
1054,2A9B,22,0,0.0
1055,2A9K,26,0,0.0
1056,2A9N,21,0,0.0
1057,2A9R,14,0,0.0
1058,2AA2,23,0,0.0
1059,2AA7,22,0,0.0
1060,2AA9,13,0,0.0
1061,2AAF,24,0,0.0
1062,2AAQ,45,0,0.0
1063,2AAY,12,0,0.0
1064,2AB4,19,0,0.0
1065,2AB8,20,0,0.0
1066,2ABA,27,0,0.0
1067,2ABB,27,0,0.0
1068,2ABM,13,0,0.0
1069,2ABR,23,0,0.0
1070,2ABS,21,5,0.23809523809523808
1071,2ACE,14,0,0.0
1072,2ACK,17,0,0.0
1073,2ACX,21,0,0.0
1074,2ACZ,35,0,0.0
1075,2ADA,21,0,0.0
1076,2ADM,25,0,0.0
1077,2AE2,35,0,0.0
1078,2AEL,19,0,0.0
1079,2AEV,18,3,0.16666666666666666
1080,2AF4,29,0,0.0
1081,2AF9,21,0,0.0
1082,2AG3,8,0,0.0
1083,2AG6,15,0,0.0
1084,2AG8,25,0,0.0
1085,2AGL,22,0,0.0
1086,2AGQ,20,0,0.0
1087,2AGS,19,3,0.15789473684210525
1088,2AGT,32,9,0.28125
1089,2AGW,21,0,0.0
1090,2AGX,22,0,0.0
1091,2AGY,22,0,0.0
1092,2AGZ,20,0,0.0
1093,2AH0,22,0,0.0
1094,2AH1,22,0,0.0
1095,2AH2,19,4,0.21052631578947367
1096,2AH4,22,6,0.2727272727272727
1097,2AH8,26,0,0.0
1098,2AHA,25,0,0.0
1099,2AHG,9,0,0.0
1100,2AHO,26,0,0.0
1101,2AHP,9,0,0.0
1102,2AHW,31,0,0.0
1103,2AI1,24,0,0.0
1104,2AI2,25,0,0.0
1105,2AI3,23,0,0.0
1106,2AI7,18,0,0.0
1107,2AIA,20,0,0.0
1108,2AIE,17,0,0.0
1109,2AIO,17,0,0.0
1110,2AIX,18,0,0.0
1111,2AJ4,23,0,0.0
1112,2AK7,9,0,0.0
1113,2AKW,17,0,0.0
1114,2AKY,45,0,0.0
1115,2AL1,22,0,0.0
1116,2AL2,20,0,0.0
1117,2AL5,9,0,0.0
1118,2AL7,18,0,0.0
1119,2ALV,27,0,0.0
1120,2ALW,2,0,0.0
1121,2ALY,29,0,0.0
1122,2ALZ,18,0,0.0
1123,2AM1,23,0,0.0
1124,2AM2,22,0,0.0
1125,2AM3,24,0,0.0
1126,2AM4,24,0,0.0
1127,2AM5,19,0,0.0
1128,2AM9,22,4,0.18181818181818182
1129,2AMA,22,0,0.0
1130,2AMB,22,5,0.22727272727272727
1131,2AMQ,16,0,0.0
1132,2ANB,24,0,0.0
1133,2ANJ,17,0,0.0
1134,2ANO,34,0,0.0
1135,2ANQ,41,4,0.0975609756097561
1136,2ANR,5,0,0.0
1137,2ANT,5,0,0.0
1138,2AO5,3,0,0.0
1139,2AO6,21,0,0.0
1140,2AOC,35,7,0.2
1141,2AOD,34,6,0.17647058823529413
1142,2AOF,29,14,0.4827586206896552
1143,2AOG,35,7,0.2
1144,2AOH,24,9,0.375
1145,2AOI,28,12,0.42857142857142855
1146,2AOJ,26,13,0.5
1147,2AOR,12,0,0.0
1148,2APC,25,0,0.0
1149,2APG,47,0,0.0
1150,2APJ,17,0,0.0
1151,2AQ4,20,0,0.0
1152,2AQ5,15,0,0.0
1153,2AQ6,11,0,0.0
1154,2AQ8,29,0,0.0
1155,2AQH,29,0,0.0
1156,2AQI,31,0,0.0
1157,2AQJ,46,0,0.0
1158,2AQK,28,0,0.0
1159,2AQO,22,0,0.0
1160,2AQU,16,3,0.1875
1161,2AQV,22,0,0.0
1162,2AR8,47,0,0.0
1163,2ARB,12,0,0.0
1164,2ARC,13,3,0.23076923076923078
1165,2ARD,45,0,0.0
1166,2ARE,13,3,0.23076923076923078
1167,2ARL,26,0,0.0
1168,2ART,27,0,0.0
1169,2ARU,31,0,0.0
1170,2ASC,4,0,0.0
1171,2ASM,25,3,0.12
1172,2ASO,21,0,0.0
1173,2ASP,22,4,0.18181818181818182
1174,2AST,12,0,0.0
1175,2ASV,21,0,0.0
1176,2AT5,26,10,0.38461538461538464
1177,2AT6,26,12,0.46153846153846156
1178,2AT8,26,10,0.38461538461538464
1179,2ATE,17,0,0.0
1180,2ATJ,10,0,0.0
1181,2ATO,9,0,0.0
1182,2ATQ,19,0,0.0
1183,2ATV,21,3,0.14285714285714285
1184,2ATZ,21,0,0.0
1185,2AUX,18,0,0.0
1186,2AUY,12,0,0.0
1187,2AUZ,18,0,0.0
1188,2AV6,21,0,0.0
1189,2AVM,19,9,0.47368421052631576
1190,2AVO,17,8,0.47058823529411764
1191,2AVQ,19,7,0.3684210526315789
1192,2AVS,18,8,0.4444444444444444
1193,2AW1,18,0,0.0
1194,2AW3,21,0,0.0
1195,2AWE,2,0,0.0
1196,2AWK,25,0,0.0
1197,2AWL,26,0,0.0
1198,2AWM,25,0,0.0
1199,2AX6,22,0,0.0
1200,2AX7,24,0,0.0
1201,2AX8,24,0,0.0
1202,2AX9,20,0,0.0
1203,2AXA,24,0,0.0
1204,2AXI,17,4,0.23529411764705882
1205,2AXN,24,0,0.0
1206,2AXR,38,0,0.0
1207,2AYR,29,0,0.0
1208,2AZ8,14,3,0.21428571428571427
1209,2AZ9,14,3,0.21428571428571427
1210,2AZB,13,4,0.3076923076923077
1211,2AZC,19,0,0.0
1212,2AZD,20,0,0.0
1213,2AZM,9,0,0.0
1214,2AZQ,15,0,0.0
1215,2AZR,17,0,0.0
1216,2AZY,18,3,0.16666666666666666
1217,2AZZ,20,0,0.0
1218,2B00,18,0,0.0
1219,2B01,20,0,0.0
1220,2B03,21,0,0.0
1221,2B04,16,0,0.0
1222,2B05,15,0,0.0
1223,2B07,20,0,0.0
1224,2B0C,15,0,0.0
1225,2B0E,13,0,0.0
1226,2B0K,11,0,0.0
1227,2B0M,30,0,0.0
1228,2B14,8,0,0.0
1229,2B16,9,4,0.4444444444444444
1230,2B17,17,0,0.0
1231,2B21,15,0,0.0
1232,2B2B,5,0,0.0
1233,2B2T,11,0,0.0
1234,2B2U,9,0,0.0
1235,2B2V,12,0,0.0
1236,2B2W,13,0,0.0
1237,2B3E,11,0,0.0
1238,2B3J,19,0,0.0
1239,2B3P,27,0,0.0
1240,2B3Q,27,0,0.0
1241,2B3T,27,0,0.0
1242,2B3V,28,0,0.0
1243,2B4Q,35,0,0.0
1244,2B52,23,0,0.0
1245,2B53,20,0,0.0
1246,2B54,23,0,0.0
1247,2B55,21,0,0.0
1248,2B57,9,0,0.0
1249,2B58,25,0,0.0
1250,2B5J,17,0,0.0
1251,2B5O,21,0,0.0
1252,2B5V,26,0,0.0
1253,2B5W,28,0,0.0
1254,2B60,18,4,0.2222222222222222
1255,2B6A,19,0,0.0
1256,2B6C,13,0,0.0
1257,2B6H,19,3,0.15789473684210525
1258,2B7B,19,0,0.0
1259,2B7F,13,0,0.0
1260,2B7R,49,0,0.0
1261,2B7S,51,0,0.0
1262,2B7Z,19,0,0.0
1263,2B8J,15,0,0.0
1264,2B8W,22,0,0.0
1265,2B92,25,0,0.0
1266,2B96,17,0,0.0
1267,2B9E,25,0,0.0
1268,2B9F,23,0,0.0
1269,2B9H,24,0,0.0
1270,2B9I,23,0,0.0
1271,2B9J,22,0,0.0
1272,2B9W,43,0,0.0
1273,2B9X,43,0,0.0
1274,2B9Y,43,0,0.0
1275,2BA9,43,0,0.0
1276,2BAB,42,0,0.0
1277,2BAC,42,0,0.0
1278,2BAJ,24,0,0.0
1279,2BAK,25,0,0.0
1280,2BAL,21,0,0.0
1281,2BAN,18,0,0.0
1282,2BAQ,23,0,0.0
1283,2BAS,13,0,0.0
1284,2BB7,12,0,0.0
1285,2BBF,16,0,0.0
1286,2BBO,15,0,0.0
1287,2BBW,34,3,0.08823529411764706
1288,2BC1,42,3,0.07142857142857142
1289,2BC9,30,0,0.0
1290,2BCC,24,0,0.0
1291,2BCD,12,0,0.0
1292,2BCG,23,0,0.0
1293,2BCJ,28,0,0.0
1294,2BCV,19,0,0.0
1295,2BCY,5,0,0.0
1296,2BDL,21,0,0.0
1297,2BDX,13,0,0.0
1298,2BE2,21,0,0.0
1299,2BE9,15,0,0.0
1300,2BED,15,0,0.0
1301,2BEF,16,0,0.0
1302,2BEI,26,0,0.0
1303,2BEJ,20,0,0.0
1304,2BEK,29,0,0.0
1305,2BEP,9,3,0.3333333333333333
1306,2BER,17,0,0.0
1307,2BES,18,0,0.0
1308,2BET,17,0,0.0
1309,2BEU,23,3,0.13043478260869565
1310,2BEV,23,3,0.13043478260869565
1311,2BEW,24,3,0.125
1312,2BF6,19,3,0.15789473684210525
1313,2BF7,33,0,0.0
1314,2BF9,3,0,0.0
1315,2BFA,33,0,0.0
1316,2BFB,17,4,0.23529411764705882
1317,2BFC,16,3,0.1875
1318,2BFD,18,6,0.3333333333333333
1319,2BFE,17,4,0.23529411764705882
1320,2BFF,20,7,0.35
1321,2BFG,9,0,0.0
1322,2BFM,33,0,0.0
1323,2BFO,32,0,0.0
1324,2BFP,34,0,0.0
1325,2BFQ,29,0,0.0
1326,2BFR,22,0,0.0
1327,2BFV,15,0,0.0
1328,2BFY,22,0,0.0
1329,2BGC,10,0,0.0
1330,2BGD,18,0,0.0
1331,2BGI,25,0,0.0
1332,2BGJ,26,0,0.0
1333,2BGS,34,0,0.0
1334,2BHE,17,0,0.0
1335,2BHH,20,0,0.0
1336,2BHP,37,6,0.16216216216216217
1337,2BHS,21,0,0.0
1338,2BHT,21,0,0.0
1339,2BHX,18,0,0.0
1340,2BHZ,12,3,0.25
1341,2BI1,18,0,0.0
1342,2BI2,18,0,0.0
1343,2BI3,18,0,0.0
1344,2BI5,18,0,0.0
1345,2BI7,43,0,0.0
1346,2BI8,42,0,0.0
1347,2BI9,18,0,0.0
1348,2BIA,18,0,0.0
1349,2BIE,18,0,0.0
1350,2BIF,25,0,0.0
1351,2BIG,18,0,0.0
1352,2BIK,19,0,0.0
1353,2BIL,20,0,0.0
1354,2BIW,22,0,0.0
1355,2BIY,22,4,0.18181818181818182
1356,2BJA,23,0,0.0
1357,2BJF,21,3,0.14285714285714285
1358,2BJH,8,0,0.0
1359,2BJK,37,6,0.16216216216216217
1360,2BK5,49,0,0.0
1361,2BKA,27,0,0.0
1362,2BKJ,15,0,0.0
1363,2BKK,22,0,0.0
1364,2BKS,29,0,0.0
1365,2BKT,28,0,0.0
1366,2BKU,31,0,0.0
1367,2BKW,16,0,0.0
1368,2BKX,22,3,0.13636363636363635
1369,2BL9,36,0,0.0
1370,2BLA,34,0,0.0
1371,2BLC,34,0,0.0
1372,2BLE,30,0,0.0
1373,2BLF,26,0,0.0
1374,2BLN,22,0,0.0
1375,2BM0,18,0,0.0
1376,2BM1,20,0,0.0
1377,2BM9,22,0,0.0
1378,2BMD,22,0,0.0
1379,2BMG,24,0,0.0
1380,2BML,5,0,0.0
1381,2BMR,14,0,0.0
1382,2BMW,22,0,0.0
1383,2BN4,29,0,0.0
1384,2BND,30,0,0.0
1385,2BNE,28,0,0.0
1386,2BNF,30,0,0.0
1387,2BNI,4,0,0.0
1388,2BNP,22,0,0.0
1389,2BNS,22,0,0.0
1390,2BO7,22,0,0.0
1391,2BO8,29,0,0.0
1392,2BOB,6,0,0.0
1393,2BOC,4,0,0.0
1394,2BOD,7,3,0.42857142857142855
1395,2BOG,7,0,0.0
1396,2BOH,23,0,0.0
1397,2BOJ,14,3,0.21428571428571427
1398,2BOV,23,0,0.0
1399,2BOY,14,0,0.0
1400,2BP1,36,0,0.0
1401,2BPB,26,0,0.0
1402,2BPM,17,0,0.0
1403,2BPO,28,0,0.0
1404,2BQ1,19,0,0.0
1405,2BQ3,10,0,0.0
1406,2BQ6,25,0,0.0
1407,2BQ7,22,0,0.0
1408,2BQR,20,0,0.0
1409,2BQU,21,0,0.0
1410,2BQV,30,0,0.0
1411,2BQW,22,0,0.0
1412,2BR0,10,3,0.3
1413,2BR1,20,0,0.0
1414,2BR4,26,0,0.0
1415,2BR9,13,0,0.0
1416,2BRB,17,0,0.0
1417,2BRC,16,0,0.0
1418,2BRG,17,0,0.0
1419,2BRH,16,0,0.0
1420,2BRI,28,3,0.10714285714285714
1421,2BRK,16,0,0.0
1422,2BRL,16,0,0.0
1423,2BRM,20,0,0.0
1424,2BRN,19,0,0.0
1425,2BRO,19,0,0.0
1426,2BRP,19,0,0.0
1427,2BRS,3,0,0.0
1428,2BRT,17,0,0.0
1429,2CEJ,32,0,0.0
1430,2CEK,23,24,1.0434782608695652
1431,2CEL,6,0,0.0
1432,2CEM,31,0,0.0
1433,2CEN,31,0,0.0
1434,2CEO,16,0,0.0
1435,2CER,23,8,0.34782608695652173
1436,2CET,19,0,0.0
1437,2CEX,18,0,0.0
1438,2CFB,15,0,0.0
1439,2CFD,26,8,0.3076923076923077
1440,2CFI,16,0,0.0
1441,2CFK,16,0,0.0
1442,2CFL,15,0,0.0
1443,2CFM,18,0,0.0
1444,2CFT,15,13,0.8666666666666667
1445,2CFU,17,9,0.5294117647058824
1446,2CFW,19,13,0.6842105263157895
1447,2CFY,48,0,0.0
1448,2CFZ,19,33,1.736842105263158
1449,2CG0,15,0,0.0
1450,2CG1,14,0,0.0
1451,2CG5,29,0,0.0
1452,2CG9,26,0,0.0
1453,2CGF,15,0,0.0
1454,2CGJ,21,0,0.0
1455,2CGL,22,0,0.0
1456,2CGU,18,0,0.0
1457,2CGV,15,0,0.0
1458,2CGW,16,0,0.0
1459,2CGX,17,0,0.0
1460,2CGZ,11,0,0.0
1461,2CH4,17,0,0.0
1462,2CH5,19,0,0.0
1463,2CH6,20,0,0.0
1464,2CHB,9,0,0.0
1465,2CHH,13,0,0.0
1466,2CHL,20,0,0.0
1467,2CHQ,25,0,0.0
1468,2CHW,20,0,0.0
1469,2CHX,17,0,0.0
1470,2CHZ,21,0,0.0
1471,2CI0,14,0,0.0
1472,2CI9,14,27,1.9285714285714286
1473,2CIA,14,25,1.7857142857142858
1474,2CIB,15,0,0.0
1475,2CIC,20,0,0.0
1476,2CIE,5,0,0.0
1477,2CIF,5,0,0.0
1478,2CIG,33,0,0.0
1479,2CIN,13,0,0.0
1480,2CIP,8,0,0.0
1481,2CIR,12,0,0.0
1482,2CIS,12,0,0.0
1483,2CIT,13,0,0.0
1484,2CJ9,25,0,0.0
1485,2CJD,14,0,0.0
1486,2CJE,21,0,0.0
1487,2CJG,14,0,0.0
1488,2CJH,12,0,0.0
1489,2CJI,20,0,0.0
1490,2CJP,13,0,0.0
1491,2CJY,8,0,0.0
1492,2CJZ,12,0,0.0
1493,2CK3,21,0,0.0
1494,2CKE,15,0,0.0
1495,2CKM,22,0,0.0
1496,2CKP,20,0,0.0
1497,2CKS,7,11,1.5714285714285714
1498,2CL0,30,10,0.3333333333333333
1499,2CL5,26,0,0.0
1500,2CLE,21,0,0.0
1501,2CLH,26,0,0.0
1502,2CLI,24,0,0.0
1503,2CLK,22,0,0.0
1504,2CLL,25,0,0.0
1505,2CLM,33,0,0.0
1506,2CLO,33,0,0.0
1507,2CLP,38,0,0.0
1508,2CLQ,21,0,0.0
1509,2CLS,28,0,0.0
1510,2CLW,9,0,0.0
1511,2CLX,15,0,0.0
1512,2CM4,24,0,0.0
1513,2CM9,25,0,0.0
1514,2CMF,25,0,0.0
1515,2CN5,21,0,0.0
1516,2CN8,15,0,0.0
1517,2CNB,34,0,0.0
1518,2CNK,15,0,0.0
1519,2CNL,16,0,0.0
1520,2CNM,24,0,0.0
1521,2CNN,16,0,0.0
1522,2CNO,13,0,0.0
1523,2CNS,28,0,0.0
1524,2CNT,25,0,0.0
1525,2CNV,24,19,0.7916666666666666
1526,2CNW,26,0,0.0
1527,2CNX,6,0,0.0
1528,2COI,20,0,0.0
1529,2F57,21,8,0.38095238095238093
1530,2F5Q,22,0,0.0
1531,2F5S,20,0,0.0
1532,2F5V,45,0,0.0
1533,2F5Z,48,0,0.0
1534,2F69,18,8,0.4444444444444444
1535,2F6C,44,0,0.0
1536,2F6D,16,0,0.0
1537,2F6J,11,0,0.0
1538,2F6R,28,0,0.0
1539,2F6T,16,17,1.0625
1540,2F6V,18,17,0.9444444444444444
1541,2F6W,15,11,0.7333333333333333
1542,2F6Y,16,10,0.625
1543,2F6Z,22,17,0.7727272727272727
1544,2F70,22,11,0.5
1545,2F71,21,17,0.8095238095238095
1546,2F7A,14,0,0.0
1547,2F7C,15,0,0.0
1548,2F7D,21,0,0.0
1549,2F7O,1,0,0.0
1550,2F7P,19,0,0.0
1551,2F7Q,2,0,0.0
1552,2F7R,17,0,0.0
1553,2F80,17,34,2.0
1554,2F81,32,78,2.4375
1555,2F89,19,0,0.0
1556,2F8C,17,0,0.0
1557,2F8G,34,90,2.6470588235294117
1558,2F8J,20,0,0.0
1559,2F8L,28,0,0.0
1560,2F8P,22,0,0.0
1561,2F8Z,17,0,0.0
1562,2F92,16,0,0.0
1563,2F94,21,0,0.0
1564,2F9A,19,0,0.0
1565,2F9G,22,0,0.0
1566,2F9K,17,0,0.0
1567,2F9L,23,0,0.0
1568,2F9M,31,0,0.0
1569,2F9U,23,0,0.0
1570,2F9V,22,0,0.0
1571,2FA0,37,0,0.0
1572,2FA1,6,0,0.0
1573,2FA3,28,0,0.0
1574,2FAE,17,0,0.0
1575,2FAF,10,0,0.0
1576,2FAK,14,0,0.0
1577,2FAP,25,12,0.48
1578,2FB2,20,0,0.0
1579,2FB3,19,0,0.0
1580,2FBW,47,0,0.0
1581,2FC0,3,0,0.0
1582,2FCR,24,0,0.0
1583,2FD8,18,0,0.0
1584,2FDA,23,0,0.0
1585,2FDC,16,0,0.0
1586,2FDD,16,0,0.0
1587,2FDE,15,0,0.0
1588,2FDF,18,0,0.0
1589,2FDG,17,0,0.0
1590,2FDH,17,0,0.0
1591,2FDI,17,0,0.0
1592,2FDK,17,0,0.0
1593,2FDP,30,0,0.0
1594,2FDU,15,0,0.0
1595,2FDV,14,0,0.0
1596,2FDW,14,0,0.0
1597,2FDY,14,0,0.0
1598,2FE4,24,0,0.0
1599,2FE6,35,0,0.0
1600,2FEP,11,0,0.0
1601,2FER,34,9,0.2647058823529412
1602,2FF3,26,0,0.0
1603,2FF4,13,0,0.0
1604,2FF6,26,0,0.0
1605,2FF7,14,0,0.0
1606,2FFA,13,0,0.0
1607,2FFB,13,0,0.0
1608,2FFC,21,11,0.5238095238095238
1609,2FFQ,31,8,0.25806451612903225
1610,2FFU,21,0,0.0
1611,2FG5,30,0,0.0
1612,2FG9,13,0,0.0
1613,2FGB,31,0,0.0
1614,2FGP,5,0,0.0
1615,2FGU,12,10,0.8333333333333334
1616,2FH5,30,0,0.0
1617,2FHH,20,0,0.0
1618,2FHI,24,0,0.0
1619,2FHR,21,11,0.5238095238095238
1620,2FI5,7,33,4.714285714285714
1621,2FIK,35,0,0.0
1622,2FIM,13,0,0.0
1623,2FJX,10,0,0.0
1624,2HX2,15,0,0.0
1625,2HX3,12,0,0.0
1626,2HX4,14,0,0.0
1627,2HXC,21,0,0.0
1628,2HXD,17,0,0.0
1629,2HXM,16,0,0.0
1630,2HXS,19,16,0.8421052631578947
1631,2HXT,20,0,0.0
1632,2HXU,21,0,0.0
1633,2HXV,35,8,0.22857142857142856
1634,2HYY,26,0,0.0
1635,2HZ0,28,0,0.0
1636,2HZ4,13,0,0.0
1637,2HZI,23,22,0.9565217391304348
1638,2HZN,23,0,0.0
1639,2HZP,14,0,0.0
1640,2HZQ,16,0,0.0
1641,2I02,20,0,0.0
1642,2I03,17,0,0.0
1643,2I0A,17,0,0.0
1644,2I0D,18,0,0.0
1645,2I0G,20,0,0.0
1646,2I0J,21,0,0.0
1647,2I0K,41,27,0.6585365853658537
1648,2I0R,24,0,0.0
1649,2I0S,23,0,0.0
1650,2I0T,21,0,0.0
1651,2I0V,18,0,0.0
1652,2I0Y,19,0,0.0
1653,2I0Z,50,20,0.4
1654,2I10,9,11,1.2222222222222223
1655,2I16,33,32,0.9696969696969697
1656,2I17,33,32,0.9696969696969697
1657,2I1M,21,0,0.0
1658,2I1Q,16,0,0.0
1659,2I1V,24,0,0.0
1660,2I1X,21,0,0.0
1661,2I20,20,0,0.0
1662,2I21,21,0,0.0
1663,2I22,16,0,0.0
1664,2I29,17,12,0.7058823529411765
1665,2I2A,18,0,0.0
1666,2I2C,17,0,0.0
1667,2I2D,16,0,0.0
1668,2I2F,16,13,0.8125
1669,2I2I,10,0,0.0
1670,2I2X,43,0,0.0
1671,2I2Z,11,0,0.0
1672,2I3G,36,0,0.0
1673,2I3I,14,0,0.0
1674,2I3Z,17,0,0.0
1675,2I4G,16,0,0.0
1676,2I4H,16,10,0.625
1677,2I4I,16,0,0.0
1678,2I4J,29,0,0.0
1679,2I4M,29,0,0.0
1680,2I4N,28,0,0.0
1681,2I4P,27,0,0.0
1682,2I4Q,22,0,0.0
1683,2I4Z,29,11,0.3793103448275862
1684,2I51,20,13,0.65
1685,2I5A,12,0,0.0
1686,2I5F,12,10,0.8333333333333334
1687,2I5J,11,0,0.0
1688,2I5N,32,0,0.0
1689,2I5S,12,0,0.0
1690,2I5W,16,0,0.0
1691,2I65,21,0,0.0
1692,2I6O,16,0,0.0
1693,2I6P,12,0,0.0
1694,2I72,15,0,0.0
1695,2I76,26,0,0.0
1696,2I78,20,0,0.0
1697,2I7O,5,0,0.0
1698,2I80,19,0,0.0
1699,2I8C,17,0,0.0
1700,2I9G,7,0,0.0
1701,2I9P,32,0,0.0
1702,2I9V,16,0,0.0
1703,2IAA,21,0,0.0
1704,2IAE,16,0,0.0
1705,2IAH,12,0,0.0
1706,2IAJ,12,0,0.0
1707,2IB5,26,0,0.0
1708,2IB6,23,0,0.0
1709,2IBA,9,0,0.0
1710,2IBK,9,0,0.0
1711,2IBM,17,0,0.0
1712,2IC0,9,0,0.0
1713,2IC5,25,0,0.0
1714,2ICA,23,0,0.0
1715,2ICK,21,8,0.38095238095238093
1716,2ICQ,9,0,0.0
1717,2ICR,25,0,0.0
1718,2ID7,17,18,1.0588235294117647
1719,2ID9,15,17,1.1333333333333333
1720,2IDW,30,26,0.8666666666666667
1721,2IEA,29,0,0.0
1722,2IEJ,19,0,0.0
1723,2IEN,34,100,2.9411764705882355
1724,2IEO,34,84,2.4705882352941178
1725,2LBD,27,11,0.4074074074074074
1726,2Q92,15,0,0.0
1727,2Q93,15,0,0.0
1728,2Q94,15,0,0.0
1729,2Q95,15,0,0.0
1730,2Q96,15,0,0.0
1731,2Q9B,23,0,0.0
1732,2Q9C,22,0,0.0
1733,2Q9D,7,0,0.0
1734,2Q9E,13,0,0.0
1735,2Q9F,27,0,0.0
1736,2Q9M,15,0,0.0
1737,2Q9N,16,0,0.0
1738,2Q9P,17,0,0.0
1739,2Q9S,19,0,0.0
1740,2Q9U,20,0,0.0
1741,2Q9Y,19,0,0.0
1742,2QA1,37,0,0.0
1743,2QA2,39,0,0.0
1744,2QA3,21,24,1.1428571428571428
1745,2QA5,21,0,0.0
1746,2QA6,17,0,0.0
1747,2QA8,19,0,0.0
1748,2QAB,20,0,0.0
1749,2QAE,49,0,0.0
1750,2QAF,25,0,0.0
1751,2QAG,21,0,0.0
1752,2QAK,16,0,0.0
1753,2QB2,21,24,1.1428571428571428
1754,2QB3,22,24,1.0909090909090908
1755,2QBL,13,0,0.0
1756,2QBM,13,0,0.0
1757,2QBN,13,9,0.6923076923076923
